timestamp,machine_id,sensor_type,sensor_value,unit,status
2025-10-04T16:10:00Z,MCH_037,Vibration,10.17,mm/s,Critical
2025-10-04T16:15:00Z,MCH_046,Pressure,4.56,bar,Warning
2025-10-04T16:20:00Z,MCH_016,Vibration,9.45,mm/s,Critical
2025-10-04T16:25:00Z,MCH_021,Vibration,4.6,mm/s,Normal
2025-10-04T16:30:00Z,MCH_038,Pressure,2.47,bar,Normal
2025-10-04T16:35:00Z,MCH_030,Vibration,10.94,mm/s,Critical
2025-10-04T16:40:00Z,MCH_012,Vibration,6.0,mm/s,Normal
2025-10-04T16:45:00Z,MCH_043,Vibration,10.98,mm/s,Critical
2025-10-04T16:50:00Z,MCH_019,Vibration,3.4,mm/s,Normal
2025-10-04T16:55:00Z,MCH_013,Pressure,4.02,bar,Warning
2025-10-04T17:00:00Z,MCH_048,Pressure,1.71,bar,Normal
2025-10-04T17:05:00Z,MCH_022,Pressure,3.28,bar,Normal
2025-10-04T17:10:00Z,MCH_036,Pressure,4.84,bar,Warning
2025-10-04T17:15:00Z,MCH_031,Pressure,3.01,bar,Normal
2025-10-04T17:20:00Z,MCH_039,Temperature,79.08,°C,Warning
2025-10-04T17:25:00Z,MCH_002,Temperature,86.99,°C,Critical
2025-10-04T17:30:00Z,MCH_025,Pressure,5.22,bar,Critical
2025-10-04T17:35:00Z,MCH_009,Pressure,5.54,bar,Critical
2025-10-04T17:40:00Z,MCH_011,Pressure,5.57,bar,Critical
2025-10-04T17:45:00Z,MCH_024,Temperature,62.31,°C,Normal
2025-10-04T17:50:00Z,MCH_048,Vibration,11.6,mm/s,Critical
2025-10-04T17:55:00Z,MCH_038,Temperature,59.96,°C,Normal
2025-10-04T18:00:00Z,MCH_040,Temperature,78.67,°C,Warning
2025-10-04T18:05:00Z,MCH_029,Vibration,5.31,mm/s,Normal
2025-10-04T18:10:00Z,MCH_022,Temperature,56.59,°C,Normal
2025-10-04T18:15:00Z,MCH_036,Vibration,3.67,mm/s,Normal
2025-10-04T18:20:00Z,MCH_020,Pressure,4.97,bar,Warning
2025-10-04T18:25:00Z,MCH_001,Temperature,65.34,°C,Normal
2025-10-04T18:30:00Z,MCH_020,Vibration,3.79,mm/s,Normal
2025-10-04T18:35:00Z,MCH_039,Temperature,63.03,°C,Normal
2025-10-04T18:40:00Z,MCH_001,Vibration,2.54,mm/s,Normal
2025-10-04T18:45:00Z,MCH_035,Pressure,5.43,bar,Critical
2025-10-04T18:50:00Z,MCH_037,Temperature,59.7,°C,Normal
2025-10-04T18:55:00Z,MCH_005,Vibration,11.44,mm/s,Critical
2025-10-04T19:00:00Z,MCH_049,Pressure,4.82,bar,Warning
2025-10-04T19:05:00Z,MCH_021,Vibration,3.83,mm/s,Normal
2025-10-04T19:10:00Z,MCH_002,Temperature,87.75,°C,Critical
2025-10-04T19:15:00Z,MCH_006,Pressure,3.06,bar,Normal
2025-10-04T19:20:00Z,MCH_045,Temperature,67.35,°C,Normal
2025-10-04T19:25:00Z,MCH_035,Pressure,5.89,bar,Critical
2025-10-04T19:30:00Z,MCH_046,Pressure,1.77,bar,Normal
2025-10-04T19:35:00Z,MCH_001,Vibration,8.79,mm/s,Warning
2025-10-04T19:40:00Z,MCH_043,Temperature,80.21,°C,Critical
2025-10-04T19:45:00Z,MCH_012,Vibration,9.93,mm/s,Critical
2025-10-04T19:50:00Z,MCH_026,Vibration,10.19,mm/s,Critical
2025-10-04T19:55:00Z,MCH_011,Pressure,2.4,bar,Normal
2025-10-04T20:00:00Z,MCH_009,Temperature,59.45,°C,Normal
2025-10-04T20:05:00Z,MCH_020,Temperature,59.14,°C,Normal
2025-10-04T20:10:00Z,MCH_047,Temperature,60.63,°C,Normal
2025-10-04T20:15:00Z,MCH_020,Vibration,2.19,mm/s,Normal
2025-10-04T20:20:00Z,MCH_021,Vibration,9.46,mm/s,Critical
2025-10-04T20:25:00Z,MCH_032,Pressure,3.37,bar,Normal
2025-10-04T20:30:00Z,MCH_040,Temperature,67.47,°C,Normal
2025-10-04T20:35:00Z,MCH_037,Vibration,10.94,mm/s,Critical
2025-10-04T20:40:00Z,MCH_011,Vibration,4.95,mm/s,Normal
2025-10-04T20:45:00Z,MCH_003,Pressure,5.07,bar,Critical
2025-10-04T20:50:00Z,MCH_026,Vibration,5.51,mm/s,Normal
2025-10-04T20:55:00Z,MCH_012,Pressure,2.26,bar,Normal
2025-10-04T21:00:00Z,MCH_050,Pressure,5.79,bar,Critical
2025-10-04T21:05:00Z,MCH_031,Vibration,6.21,mm/s,Normal
2025-10-04T21:10:00Z,MCH_047,Temperature,70.35,°C,Warning
2025-10-04T21:15:00Z,MCH_039,Temperature,69.74,°C,Normal
2025-10-04T21:20:00Z,MCH_048,Temperature,60.98,°C,Normal
2025-10-04T21:25:00Z,MCH_023,Temperature,74.93,°C,Warning
2025-10-04T21:30:00Z,MCH_022,Vibration,11.41,mm/s,Critical
2025-10-04T21:35:00Z,MCH_023,Pressure,3.9,bar,Normal
2025-10-04T21:40:00Z,MCH_027,Pressure,3.55,bar,Normal
2025-10-04T21:45:00Z,MCH_043,Temperature,71.16,°C,Warning
2025-10-04T21:50:00Z,MCH_042,Pressure,4.87,bar,Warning
2025-10-04T21:55:00Z,MCH_015,Vibration,5.28,mm/s,Normal
2025-10-04T22:00:00Z,MCH_020,Temperature,77.52,°C,Warning
2025-10-04T22:05:00Z,MCH_018,Pressure,4.75,bar,Warning
2025-10-04T22:10:00Z,MCH_017,Temperature,57.14,°C,Normal
2025-10-04T22:15:00Z,MCH_031,Vibration,8.87,mm/s,Warning
2025-10-04T22:20:00Z,MCH_040,Pressure,2.18,bar,Normal
2025-10-04T22:25:00Z,MCH_038,Vibration,9.23,mm/s,Critical
2025-10-04T22:30:00Z,MCH_015,Vibration,9.48,mm/s,Critical
2025-10-04T22:35:00Z,MCH_013,Vibration,10.89,mm/s,Critical
2025-10-04T22:40:00Z,MCH_029,Pressure,1.79,bar,Normal
2025-10-04T22:45:00Z,MCH_026,Temperature,55.77,°C,Normal
2025-10-04T22:50:00Z,MCH_021,Pressure,3.13,bar,Normal
2025-10-04T22:55:00Z,MCH_044,Pressure,4.94,bar,Warning
2025-10-04T23:00:00Z,MCH_022,Vibration,8.44,mm/s,Warning
2025-10-04T23:05:00Z,MCH_041,Temperature,89.38,°C,Critical
2025-10-04T23:10:00Z,MCH_045,Vibration,9.92,mm/s,Critical
2025-10-04T23:15:00Z,MCH_010,Pressure,3.96,bar,Normal
2025-10-04T23:20:00Z,MCH_006,Pressure,4.09,bar,Warning
2025-10-04T23:25:00Z,MCH_046,Temperature,62.43,°C,Normal
2025-10-04T23:30:00Z,MCH_042,Pressure,4.8,bar,Warning
2025-10-04T23:35:00Z,MCH_017,Vibration,9.63,mm/s,Critical
2025-10-04T23:40:00Z,MCH_039,Pressure,5.29,bar,Critical
2025-10-04T23:45:00Z,MCH_016,Pressure,2.67,bar,Normal
2025-10-04T23:50:00Z,MCH_047,Pressure,5.9,bar,Critical
2025-10-04T23:55:00Z,MCH_020,Temperature,89.52,°C,Critical
2025-10-05T00:00:00Z,MCH_029,Temperature,74.5,°C,Warning
2025-10-05T00:05:00Z,MCH_001,Vibration,5.58,mm/s,Normal
2025-10-05T00:10:00Z,MCH_039,Pressure,1.85,bar,Normal
2025-10-05T00:15:00Z,MCH_011,Pressure,2.77,bar,Normal
2025-10-05T00:20:00Z,MCH_046,Pressure,3.97,bar,Normal
2025-10-05T00:25:00Z,MCH_046,Pressure,5.34,bar,Critical
2025-10-05T00:30:00Z,MCH_038,Pressure,2.47,bar,Normal
2025-10-05T00:35:00Z,MCH_004,Vibration,3.63,mm/s,Normal
2025-10-05T00:40:00Z,MCH_043,Vibration,8.82,mm/s,Warning
2025-10-05T00:45:00Z,MCH_005,Vibration,6.88,mm/s,Normal
2025-10-05T00:50:00Z,MCH_005,Pressure,1.83,bar,Normal
2025-10-05T00:55:00Z,MCH_038,Vibration,11.16,mm/s,Critical
2025-10-05T01:00:00Z,MCH_041,Temperature,80.14,°C,Critical
2025-10-05T01:05:00Z,MCH_001,Temperature,73.33,°C,Warning
2025-10-05T01:10:00Z,MCH_010,Temperature,64.74,°C,Normal
2025-10-05T01:15:00Z,MCH_037,Vibration,8.64,mm/s,Warning
2025-10-05T01:20:00Z,MCH_017,Temperature,81.12,°C,Critical
2025-10-05T01:25:00Z,MCH_029,Temperature,77.36,°C,Warning
2025-10-05T01:30:00Z,MCH_045,Temperature,85.42,°C,Critical
2025-10-05T01:35:00Z,MCH_017,Pressure,5.94,bar,Critical
2025-10-05T01:40:00Z,MCH_047,Temperature,77.27,°C,Warning
2025-10-05T01:45:00Z,MCH_027,Vibration,2.37,mm/s,Normal
2025-10-05T01:50:00Z,MCH_046,Vibration,2.42,mm/s,Normal
2025-10-05T01:55:00Z,MCH_038,Temperature,84.41,°C,Critical
2025-10-05T02:00:00Z,MCH_034,Vibration,9.96,mm/s,Critical
2025-10-05T02:05:00Z,MCH_042,Pressure,4.6,bar,Warning
2025-10-05T02:10:00Z,MCH_011,Temperature,56.9,°C,Normal
2025-10-05T02:15:00Z,MCH_003,Vibration,6.13,mm/s,Normal
2025-10-05T02:20:00Z,MCH_027,Pressure,4.92,bar,Warning
2025-10-05T02:25:00Z,MCH_034,Vibration,5.07,mm/s,Normal
2025-10-05T02:30:00Z,MCH_036,Temperature,89.42,°C,Critical
2025-10-05T02:35:00Z,MCH_048,Pressure,4.84,bar,Warning
2025-10-05T02:40:00Z,MCH_019,Temperature,57.75,°C,Normal
2025-10-05T02:45:00Z,MCH_048,Temperature,63.23,°C,Normal
2025-10-05T02:50:00Z,MCH_017,Pressure,5.54,bar,Critical
2025-10-05T02:55:00Z,MCH_041,Vibration,9.15,mm/s,Critical
2025-10-05T03:00:00Z,MCH_050,Pressure,4.37,bar,Warning
2025-10-05T03:05:00Z,MCH_034,Vibration,4.76,mm/s,Normal
2025-10-05T03:10:00Z,MCH_001,Pressure,5.11,bar,Critical
2025-10-05T03:15:00Z,MCH_033,Vibration,10.0,mm/s,Critical
2025-10-05T03:20:00Z,MCH_015,Pressure,3.05,bar,Normal
2025-10-05T03:25:00Z,MCH_015,Vibration,9.36,mm/s,Critical
2025-10-05T03:30:00Z,MCH_026,Vibration,11.07,mm/s,Critical
2025-10-05T03:35:00Z,MCH_050,Pressure,3.58,bar,Normal
2025-10-05T03:40:00Z,MCH_015,Pressure,2.2,bar,Normal
2025-10-05T03:45:00Z,MCH_029,Pressure,5.23,bar,Critical
2025-10-05T03:50:00Z,MCH_024,Vibration,5.33,mm/s,Normal
2025-10-05T03:55:00Z,MCH_010,Vibration,5.14,mm/s,Normal
2025-10-05T04:00:00Z,MCH_025,Pressure,4.26,bar,Warning
2025-10-05T04:05:00Z,MCH_038,Temperature,69.48,°C,Normal
2025-10-05T04:10:00Z,MCH_007,Temperature,70.55,°C,Warning
2025-10-05T04:15:00Z,MCH_026,Vibration,6.01,mm/s,Normal
2025-10-05T04:20:00Z,MCH_041,Temperature,76.15,°C,Warning
2025-10-05T04:25:00Z,MCH_011,Temperature,78.54,°C,Warning
2025-10-05T04:30:00Z,MCH_002,Pressure,5.16,bar,Critical
2025-10-05T04:35:00Z,MCH_048,Vibration,11.9,mm/s,Critical
2025-10-05T04:40:00Z,MCH_046,Pressure,3.21,bar,Normal
2025-10-05T04:45:00Z,MCH_045,Pressure,1.85,bar,Normal
2025-10-05T04:50:00Z,MCH_021,Temperature,69.63,°C,Normal
2025-10-05T04:55:00Z,MCH_020,Temperature,82.1,°C,Critical
2025-10-05T05:00:00Z,MCH_004,Pressure,5.56,bar,Critical
2025-10-05T05:05:00Z,MCH_025,Vibration,10.67,mm/s,Critical
2025-10-05T05:10:00Z,MCH_040,Pressure,4.91,bar,Warning
2025-10-05T05:15:00Z,MCH_021,Temperature,80.38,°C,Critical
2025-10-05T05:20:00Z,MCH_030,Pressure,5.2,bar,Critical
2025-10-05T05:25:00Z,MCH_008,Vibration,4.22,mm/s,Normal
2025-10-05T05:30:00Z,MCH_013,Vibration,2.28,mm/s,Normal
2025-10-05T05:35:00Z,MCH_014,Temperature,61.25,°C,Normal
2025-10-05T05:40:00Z,MCH_046,Pressure,1.59,bar,Normal
2025-10-05T05:45:00Z,MCH_017,Vibration,3.13,mm/s,Normal
2025-10-05T05:50:00Z,MCH_023,Pressure,2.32,bar,Normal
2025-10-05T05:55:00Z,MCH_042,Temperature,59.14,°C,Normal
2025-10-05T06:00:00Z,MCH_035,Temperature,66.03,°C,Normal
2025-10-05T06:05:00Z,MCH_001,Temperature,86.06,°C,Critical
2025-10-05T06:10:00Z,MCH_034,Temperature,61.58,°C,Normal
2025-10-05T06:15:00Z,MCH_045,Temperature,75.51,°C,Warning
2025-10-05T06:20:00Z,MCH_006,Vibration,5.28,mm/s,Normal
2025-10-05T06:25:00Z,MCH_022,Pressure,2.22,bar,Normal
2025-10-05T06:30:00Z,MCH_017,Pressure,3.99,bar,Normal
2025-10-05T06:35:00Z,MCH_015,Vibration,2.31,mm/s,Normal
2025-10-05T06:40:00Z,MCH_026,Pressure,1.51,bar,Normal
2025-10-05T06:45:00Z,MCH_011,Temperature,70.29,°C,Warning
2025-10-05T06:50:00Z,MCH_002,Pressure,4.49,bar,Warning
2025-10-05T06:55:00Z,MCH_003,Vibration,9.63,mm/s,Critical
2025-10-05T07:00:00Z,MCH_007,Temperature,55.04,°C,Normal
2025-10-05T07:05:00Z,MCH_010,Vibration,8.07,mm/s,Warning
2025-10-05T07:10:00Z,MCH_050,Pressure,3.84,bar,Normal
2025-10-05T07:15:00Z,MCH_041,Temperature,57.3,°C,Normal
2025-10-05T07:20:00Z,MCH_050,Pressure,4.14,bar,Warning
2025-10-05T07:25:00Z,MCH_008,Vibration,4.89,mm/s,Normal
2025-10-05T07:30:00Z,MCH_015,Pressure,2.68,bar,Normal
2025-10-05T07:35:00Z,MCH_046,Temperature,55.11,°C,Normal
2025-10-05T07:40:00Z,MCH_014,Pressure,3.57,bar,Normal
2025-10-05T07:45:00Z,MCH_035,Vibration,10.64,mm/s,Critical
2025-10-05T07:50:00Z,MCH_016,Pressure,1.51,bar,Normal
2025-10-05T07:55:00Z,MCH_008,Pressure,3.83,bar,Normal
2025-10-05T08:00:00Z,MCH_047,Temperature,77.71,°C,Warning
2025-10-05T08:05:00Z,MCH_022,Vibration,3.78,mm/s,Normal
2025-10-05T08:10:00Z,MCH_009,Temperature,74.34,°C,Warning
2025-10-05T08:15:00Z,MCH_044,Pressure,3.17,bar,Normal
2025-10-05T08:20:00Z,MCH_026,Pressure,1.91,bar,Normal
2025-10-05T08:25:00Z,MCH_026,Temperature,86.55,°C,Critical
2025-10-05T08:30:00Z,MCH_020,Vibration,8.88,mm/s,Warning
2025-10-05T08:35:00Z,MCH_015,Temperature,62.18,°C,Normal
2025-10-05T08:40:00Z,MCH_044,Temperature,62.54,°C,Normal
2025-10-05T08:45:00Z,MCH_009,Temperature,55.87,°C,Normal
2025-10-05T08:50:00Z,MCH_050,Temperature,89.86,°C,Critical
2025-10-05T08:55:00Z,MCH_014,Temperature,62.58,°C,Normal
2025-10-05T09:00:00Z,MCH_001,Pressure,2.69,bar,Normal
2025-10-05T09:05:00Z,MCH_018,Pressure,4.16,bar,Warning
2025-10-05T09:10:00Z,MCH_028,Vibration,10.04,mm/s,Critical
2025-10-05T09:15:00Z,MCH_017,Vibration,6.87,mm/s,Normal
2025-10-05T09:20:00Z,MCH_002,Temperature,60.04,°C,Normal
2025-10-05T09:25:00Z,MCH_019,Pressure,3.69,bar,Normal
2025-10-05T09:30:00Z,MCH_029,Pressure,1.97,bar,Normal
2025-10-05T09:35:00Z,MCH_026,Pressure,1.96,bar,Normal
2025-10-05T09:40:00Z,MCH_004,Temperature,55.63,°C,Normal
2025-10-05T09:45:00Z,MCH_031,Pressure,2.45,bar,Normal
2025-10-05T09:50:00Z,MCH_046,Pressure,5.32,bar,Critical
2025-10-05T09:55:00Z,MCH_027,Temperature,86.1,°C,Critical
2025-10-05T10:00:00Z,MCH_042,Pressure,4.18,bar,Warning
2025-10-05T10:05:00Z,MCH_031,Temperature,62.8,°C,Normal
2025-10-05T10:10:00Z,MCH_026,Temperature,88.28,°C,Critical
2025-10-05T10:15:00Z,MCH_009,Vibration,9.12,mm/s,Critical
2025-10-05T10:20:00Z,MCH_011,Vibration,2.65,mm/s,Normal
2025-10-05T10:25:00Z,MCH_009,Temperature,83.65,°C,Critical
2025-10-05T10:30:00Z,MCH_048,Temperature,85.21,°C,Critical
2025-10-05T10:35:00Z,MCH_018,Pressure,5.38,bar,Critical
2025-10-05T10:40:00Z,MCH_008,Vibration,6.94,mm/s,Normal
2025-10-05T10:45:00Z,MCH_021,Pressure,2.38,bar,Normal
2025-10-05T10:50:00Z,MCH_024,Vibration,9.4,mm/s,Critical
2025-10-05T10:55:00Z,MCH_026,Temperature,81.29,°C,Critical
2025-10-05T11:00:00Z,MCH_002,Pressure,3.82,bar,Normal
2025-10-05T11:05:00Z,MCH_004,Temperature,77.91,°C,Warning
2025-10-05T11:10:00Z,MCH_025,Vibration,2.91,mm/s,Normal
2025-10-05T11:15:00Z,MCH_027,Vibration,10.54,mm/s,Critical
2025-10-05T11:20:00Z,MCH_020,Temperature,69.43,°C,Normal
2025-10-05T11:25:00Z,MCH_020,Vibration,10.84,mm/s,Critical
2025-10-05T11:30:00Z,MCH_039,Temperature,82.33,°C,Critical
2025-10-05T11:35:00Z,MCH_032,Vibration,4.92,mm/s,Normal
2025-10-05T11:40:00Z,MCH_039,Vibration,8.35,mm/s,Warning
2025-10-05T11:45:00Z,MCH_048,Vibration,7.71,mm/s,Warning
2025-10-05T11:50:00Z,MCH_008,Temperature,56.92,°C,Normal
2025-10-05T11:55:00Z,MCH_033,Vibration,10.86,mm/s,Critical
2025-10-05T12:00:00Z,MCH_033,Vibration,11.26,mm/s,Critical
2025-10-05T12:05:00Z,MCH_020,Temperature,66.73,°C,Normal
2025-10-05T12:10:00Z,MCH_029,Temperature,57.21,°C,Normal
2025-10-05T12:15:00Z,MCH_019,Pressure,2.54,bar,Normal
2025-10-05T12:20:00Z,MCH_034,Temperature,75.66,°C,Warning
2025-10-05T12:25:00Z,MCH_047,Pressure,5.29,bar,Critical
2025-10-05T12:30:00Z,MCH_044,Temperature,68.43,°C,Normal
2025-10-05T12:35:00Z,MCH_039,Temperature,73.53,°C,Warning
2025-10-05T12:40:00Z,MCH_033,Pressure,1.75,bar,Normal
2025-10-05T12:45:00Z,MCH_032,Pressure,5.81,bar,Critical
2025-10-05T12:50:00Z,MCH_004,Temperature,56.44,°C,Normal
2025-10-05T12:55:00Z,MCH_046,Pressure,4.11,bar,Warning
2025-10-05T13:00:00Z,MCH_039,Temperature,55.86,°C,Normal
2025-10-05T13:05:00Z,MCH_045,Temperature,56.28,°C,Normal
2025-10-05T13:10:00Z,MCH_040,Pressure,4.59,bar,Warning
2025-10-05T13:15:00Z,MCH_045,Temperature,77.71,°C,Warning
2025-10-05T13:20:00Z,MCH_046,Vibration,11.53,mm/s,Critical
2025-10-05T13:25:00Z,MCH_001,Vibration,4.77,mm/s,Normal
2025-10-05T13:30:00Z,MCH_015,Temperature,80.11,°C,Critical
2025-10-05T13:35:00Z,MCH_018,Pressure,3.84,bar,Normal
2025-10-05T13:40:00Z,MCH_004,Temperature,68.79,°C,Normal
2025-10-05T13:45:00Z,MCH_020,Temperature,58.16,°C,Normal
2025-10-05T13:50:00Z,MCH_047,Vibration,8.95,mm/s,Warning
2025-10-05T13:55:00Z,MCH_024,Vibration,6.39,mm/s,Normal
2025-10-05T14:00:00Z,MCH_022,Vibration,2.8,mm/s,Normal
2025-10-05T14:05:00Z,MCH_012,Vibration,5.58,mm/s,Normal
2025-10-05T14:10:00Z,MCH_015,Pressure,3.79,bar,Normal
2025-10-05T14:15:00Z,MCH_019,Temperature,55.65,°C,Normal
2025-10-05T14:20:00Z,MCH_015,Pressure,2.77,bar,Normal
2025-10-05T14:25:00Z,MCH_049,Temperature,68.41,°C,Normal
2025-10-05T14:30:00Z,MCH_017,Pressure,4.87,bar,Warning
2025-10-05T14:35:00Z,MCH_017,Temperature,77.84,°C,Warning
2025-10-05T14:40:00Z,MCH_005,Vibration,4.85,mm/s,Normal
2025-10-05T14:45:00Z,MCH_047,Pressure,4.07,bar,Warning
2025-10-05T14:50:00Z,MCH_009,Temperature,62.7,°C,Normal
2025-10-05T14:55:00Z,MCH_027,Vibration,5.4,mm/s,Normal
2025-10-05T15:00:00Z,MCH_047,Pressure,5.42,bar,Critical
2025-10-05T15:05:00Z,MCH_037,Temperature,64.61,°C,Normal
2025-10-05T15:10:00Z,MCH_046,Temperature,87.13,°C,Critical
2025-10-05T15:15:00Z,MCH_044,Temperature,62.95,°C,Normal
2025-10-05T15:20:00Z,MCH_013,Pressure,4.29,bar,Warning
2025-10-05T15:25:00Z,MCH_003,Temperature,72.89,°C,Warning
2025-10-05T15:30:00Z,MCH_021,Pressure,5.91,bar,Critical
2025-10-05T15:35:00Z,MCH_003,Temperature,77.18,°C,Warning
2025-10-05T15:40:00Z,MCH_025,Vibration,6.62,mm/s,Normal
2025-10-05T15:45:00Z,MCH_004,Vibration,11.51,mm/s,Critical
2025-10-05T15:50:00Z,MCH_010,Temperature,60.83,°C,Normal
2025-10-05T15:55:00Z,MCH_013,Pressure,2.87,bar,Normal
2025-10-05T16:00:00Z,MCH_049,Temperature,71.22,°C,Warning
2025-10-05T16:05:00Z,MCH_025,Pressure,2.72,bar,Normal
2025-10-05T16:10:00Z,MCH_001,Temperature,83.39,°C,Critical
2025-10-05T16:15:00Z,MCH_042,Vibration,3.84,mm/s,Normal
2025-10-05T16:20:00Z,MCH_007,Pressure,1.67,bar,Normal
2025-10-05T16:25:00Z,MCH_007,Temperature,59.23,°C,Normal
2025-10-05T16:30:00Z,MCH_017,Pressure,3.44,bar,Normal
2025-10-05T16:35:00Z,MCH_014,Pressure,3.34,bar,Normal
2025-10-05T16:40:00Z,MCH_002,Temperature,82.83,°C,Critical
2025-10-05T16:45:00Z,MCH_020,Vibration,2.22,mm/s,Normal
2025-10-05T16:50:00Z,MCH_040,Pressure,2.36,bar,Normal
2025-10-05T16:55:00Z,MCH_005,Vibration,4.61,mm/s,Normal
2025-10-05T17:00:00Z,MCH_027,Temperature,83.81,°C,Critical
2025-10-05T17:05:00Z,MCH_003,Temperature,89.91,°C,Critical
2025-10-05T17:10:00Z,MCH_031,Vibration,10.74,mm/s,Critical
2025-10-05T17:15:00Z,MCH_008,Vibration,6.95,mm/s,Normal
2025-10-05T17:20:00Z,MCH_031,Temperature,63.4,°C,Normal
2025-10-05T17:25:00Z,MCH_039,Temperature,66.4,°C,Normal
2025-10-05T17:30:00Z,MCH_021,Vibration,11.58,mm/s,Critical
2025-10-05T17:35:00Z,MCH_038,Pressure,6.0,bar,Critical
2025-10-05T17:40:00Z,MCH_048,Pressure,4.1,bar,Warning
2025-10-05T17:45:00Z,MCH_042,Temperature,68.51,°C,Normal
2025-10-05T17:50:00Z,MCH_027,Pressure,2.03,bar,Normal
2025-10-05T17:55:00Z,MCH_030,Pressure,2.61,bar,Normal
2025-10-05T18:00:00Z,MCH_045,Vibration,10.94,mm/s,Critical
2025-10-05T18:05:00Z,MCH_004,Temperature,63.86,°C,Normal
2025-10-05T18:10:00Z,MCH_014,Vibration,11.92,mm/s,Critical
2025-10-05T18:15:00Z,MCH_007,Vibration,5.41,mm/s,Normal
2025-10-05T18:20:00Z,MCH_030,Temperature,61.23,°C,Normal
2025-10-05T18:25:00Z,MCH_041,Vibration,10.07,mm/s,Critical
2025-10-05T18:30:00Z,MCH_049,Pressure,2.3,bar,Normal
2025-10-05T18:35:00Z,MCH_012,Vibration,6.1,mm/s,Normal
2025-10-05T18:40:00Z,MCH_022,Pressure,5.07,bar,Critical
2025-10-05T18:45:00Z,MCH_021,Temperature,56.61,°C,Normal
2025-10-05T18:50:00Z,MCH_025,Pressure,2.16,bar,Normal
2025-10-05T18:55:00Z,MCH_024,Vibration,3.25,mm/s,Normal
2025-10-05T19:00:00Z,MCH_015,Temperature,60.62,°C,Normal
2025-10-05T19:05:00Z,MCH_007,Temperature,87.23,°C,Critical
2025-10-05T19:10:00Z,MCH_047,Pressure,1.87,bar,Normal
2025-10-05T19:15:00Z,MCH_017,Pressure,5.04,bar,Critical
2025-10-05T19:20:00Z,MCH_011,Vibration,8.96,mm/s,Warning
2025-10-05T19:25:00Z,MCH_035,Temperature,66.16,°C,Normal
2025-10-05T19:30:00Z,MCH_005,Pressure,2.75,bar,Normal
2025-10-05T19:35:00Z,MCH_011,Pressure,5.92,bar,Critical
2025-10-05T19:40:00Z,MCH_043,Vibration,4.97,mm/s,Normal
2025-10-05T19:45:00Z,MCH_007,Vibration,11.3,mm/s,Critical
2025-10-05T19:50:00Z,MCH_019,Temperature,72.26,°C,Warning
2025-10-05T19:55:00Z,MCH_004,Temperature,87.63,°C,Critical
2025-10-05T20:00:00Z,MCH_031,Pressure,4.66,bar,Warning
2025-10-05T20:05:00Z,MCH_039,Pressure,5.74,bar,Critical
2025-10-05T20:10:00Z,MCH_041,Temperature,79.68,°C,Warning
2025-10-05T20:15:00Z,MCH_013,Temperature,57.28,°C,Normal
2025-10-05T20:20:00Z,MCH_048,Pressure,4.18,bar,Warning
2025-10-05T20:25:00Z,MCH_012,Vibration,8.04,mm/s,Warning
2025-10-05T20:30:00Z,MCH_031,Pressure,2.8,bar,Normal
2025-10-05T20:35:00Z,MCH_037,Temperature,89.98,°C,Critical
2025-10-05T20:40:00Z,MCH_044,Vibration,5.11,mm/s,Normal
2025-10-05T20:45:00Z,MCH_035,Vibration,8.04,mm/s,Warning
2025-10-05T20:50:00Z,MCH_037,Pressure,3.21,bar,Normal
2025-10-05T20:55:00Z,MCH_027,Vibration,7.11,mm/s,Warning
2025-10-05T21:00:00Z,MCH_029,Vibration,7.16,mm/s,Warning
2025-10-05T21:05:00Z,MCH_018,Temperature,72.74,°C,Warning
2025-10-05T21:10:00Z,MCH_014,Temperature,71.26,°C,Warning
2025-10-05T21:15:00Z,MCH_002,Temperature,77.23,°C,Warning
2025-10-05T21:20:00Z,MCH_021,Temperature,56.22,°C,Normal
2025-10-05T21:25:00Z,MCH_036,Vibration,9.52,mm/s,Critical
2025-10-05T21:30:00Z,MCH_042,Temperature,65.61,°C,Normal
2025-10-05T21:35:00Z,MCH_004,Vibration,10.61,mm/s,Critical
2025-10-05T21:40:00Z,MCH_028,Vibration,9.5,mm/s,Critical
2025-10-05T21:45:00Z,MCH_015,Temperature,64.1,°C,Normal
2025-10-05T21:50:00Z,MCH_005,Pressure,5.47,bar,Critical
2025-10-05T21:55:00Z,MCH_020,Temperature,56.72,°C,Normal
2025-10-05T22:00:00Z,MCH_005,Temperature,71.78,°C,Warning
2025-10-05T22:05:00Z,MCH_001,Pressure,2.39,bar,Normal
2025-10-05T22:10:00Z,MCH_015,Temperature,74.85,°C,Warning
2025-10-05T22:15:00Z,MCH_040,Pressure,5.56,bar,Critical
2025-10-05T22:20:00Z,MCH_012,Vibration,6.49,mm/s,Normal
2025-10-05T22:25:00Z,MCH_005,Temperature,56.86,°C,Normal
2025-10-05T22:30:00Z,MCH_041,Vibration,8.99,mm/s,Warning
2025-10-05T22:35:00Z,MCH_043,Vibration,8.49,mm/s,Warning
2025-10-05T22:40:00Z,MCH_035,Temperature,76.83,°C,Warning
2025-10-05T22:45:00Z,MCH_040,Pressure,1.53,bar,Normal
2025-10-05T22:50:00Z,MCH_025,Temperature,62.36,°C,Normal
2025-10-05T22:55:00Z,MCH_006,Pressure,3.45,bar,Normal
2025-10-05T23:00:00Z,MCH_028,Pressure,1.52,bar,Normal
